CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
100421,817,Germany,Male,46,8,72086.37,1,1,0,191607.97,0
100422,626,Spain,Male,32,4,100539.53,2,1,0,186270.88,0
100423,742,France,Male,40,6,92340.15,1,1,1,183214.03,0
100424,711,France,Male,44,10,155613.94,2,1,0,109751.44,0
100425,780,France,Male,54,6,0.0,2,1,0,81626.29,0
100426,558,France,Female,46,2,0.0,2,1,0,101031.54,0
100427,715,France,Female,47,6,45255.55,2,0,0,142630.76,0
100428,751,Germany,Male,40,0,144032.61,2,1,0,178539.59,0
100429,483,France,Male,53,8,0.0,3,1,0,53292.47,1
100430,538,Germany,Female,43,9,0.0,2,1,1,184865.73,0
100431,456,Spain,Male,30,5,111413.12,2,1,1,165808.34,0
100432,624,Spain,Male,53,4,91106.75,2,1,0,196088.36,0
100433,718,Germany,Male,46,6,8407.08,1,0,1,177846.58,1
100434,793,France,Male,35,4,14896.54,2,1,1,66788.41,0
100435,657,Germany,Male,34,9,15875.89,1,1,1,34601.84,0
100436,805,Germany,Female,42,4,82853.19,2,1,0,35764.6,0
100437,519,France,Male,44,10,37168.45,1,0,0,68876.31,0
100438,488,France,Male,41,9,106631.96,2,1,1,128623.99,0
100439,645,Spain,Male,42,10,0.0,1,1,1,163799.26,0
100440,686,France,Female,56,6,22875.18,1,1,1,181361.31,1
100441,647,France,Female,50,9,6184.65,1,1,1,130394.38,0
100442,454,France,Female,41,6,60106.88,3,1,0,16041.79,1
100443,642,France,Female,48,10,42641.04,1,1,1,49468.6,0
100444,526,Spain,Male,29,2,125466.31,1,1,0,33449.35,0
100445,714,Germany,Female,43,2,0.0,2,1,0,82215.03,0
100446,685,Spain,Male,57,9,78820.47,2,0,1,107749.93,0
100447,561,France,Male,37,2,110616.86,1,1,0,23028.48,1
100448,601,France,Female,31,5,191112.14,1,1,0,79468.43,0
100449,549,France,Female,32,5,46130.51,1,1,1,48148.24,0
100450,644,France,Female,28,2,96116.43,3,1,0,134707.98,0
100451,741,France,Female,31,2,0.0,1,0,1,100890.39,0
100452,556,Spain,Female,35,7,0.0,1,0,1,106633.76,0
100453,698,France,Male,25,7,128376.01,1,1,1,94122.98,0
100454,600,Germany,Female,39,6,75655.26,1,0,0,191863.65,0
100455,575,France,Female,48,9,149067.79,2,1,0,54726.0,1
100456,640,France,Female,30,3,0.0,1,1,0,110582.89,1
100457,552,France,Male,54,3,108233.93,1,1,0,151163.21,1
100458,597,Spain,Female,44,2,191866.71,1,0,0,118016.22,0
100459,536,Spain,Male,49,4,102021.75,1,0,1,186868.86,0
100460,837,Spain,Female,32,2,93148.05,1,1,0,84924.15,0
100461,653,France,Female,48,7,76530.48,2,1,1,100780.02,0
100462,584,France,Male,28,6,0.0,2,1,0,31376.63,0
100463,670,Germany,Female,48,2,160045.52,2,1,1,127664.84,0
100464,639,France,Male,41,8,38126.83,2,1,1,68319.21,0
100465,629,Spain,Male,45,4,107277.96,2,1,0,44657.17,0
100466,708,France,Male,27,8,0.0,1,1,0,115738.29,0
100467,722,France,Female,30,6,2873.5,2,1,1,113477.4,0
100468,600,France,Female,45,6,164975.42,2,0,1,29036.25,0
100469,595,France,Female,30,5,54467.26,2,0,1,144169.86,0
100470,624,Germany,Male,44,1,166103.08,2,1,0,130397.86,0
100471,431,France,Female,25,8,71149.7,1,1,0,49968.2,0
100472,506,France,Male,47,5,0.0,2,0,1,101845.45,0
100473,780,France,Female,27,7,131308.19,2,0,1,148259.74,0
100474,806,France,Male,45,0,39426.68,3,1,0,112945.61,0
100475,626,Spain,Male,45,4,119318.71,1,0,1,88165.48,0
100476,705,Spain,Male,32,0,77563.07,1,1,0,74632.61,0
100477,680,Spain,Female,45,9,0.0,1,1,0,127922.87,0
100478,850,Spain,Male,42,10,86186.28,2,1,0,188735.11,0
100479,756,France,Male,34,7,212165.83,1,1,0,139272.8,0
100480,638,Germany,Male,29,7,106565.16,1,1,1,28827.99,0
100481,559,France,Male,19,0,72433.9,4,1,0,100226.72,0
100482,497,France,Male,42,8,142671.29,1,1,0,179802.46,0
100483,669,Spain,Male,23,1,89061.44,2,1,1,32475.55,0
100484,578,France,Female,40,8,88991.12,1,1,1,197942.01,0
100485,515,Spain,Female,36,0,8319.24,2,0,1,190577.84,1
100486,589,France,Male,46,9,90498.58,2,0,1,29480.78,0
100487,547,Germany,Female,36,8,140197.49,2,0,0,187681.46,0
100488,810,Germany,Female,36,3,24164.15,2,0,1,82179.53,0
100489,734,Spain,Male,46,8,164318.74,1,1,1,171271.2,1
100490,649,Germany,Male,42,6,70314.23,1,1,1,92400.92,0
100491,791,Germany,Male,42,10,20958.29,1,1,0,96558.2,0
100492,657,France,Female,44,5,137853.19,2,1,0,132334.97,0
100493,568,Germany,Male,24,4,58218.76,2,1,1,158278.32,0
100494,795,France,Female,47,10,123089.92,1,1,0,21250.99,0
100495,701,Germany,Male,45,8,57910.96,2,1,1,124733.86,0
100496,551,Germany,Female,29,1,72290.78,1,0,1,49545.6,0
100497,632,Germany,Male,37,10,106600.73,2,0,1,79000.66,0
100498,567,France,Male,39,1,94035.62,3,1,1,79374.2,0
100499,519,France,Female,38,10,0.0,1,1,1,101776.16,0
100500,738,Germany,Female,42,8,6482.89,1,0,0,76815.24,0
100501,831,France,Female,53,2,133623.42,1,0,1,34861.81,0
100502,517,France,Female,50,7,67807.53,2,1,1,41941.32,0
100503,703,France,Female,26,10,43528.66,2,0,0,21186.03,0
100504,588,Spain,Female,45,8,0.0,1,1,0,101996.08,0
100505,604,Germany,Male,52,7,9056.35,1,1,0,191572.82,1
100506,594,France,Female,43,3,0.0,1,1,1,36399.92,0
100507,568,France,Male,50,0,69720.6,2,1,0,190058.93,0
100508,655,France,Male,59,3,38896.87,2,1,1,150671.88,0
100509,571,Spain,Female,49,8,16071.55,1,1,0,132937.28,0
100510,676,Germany,Male,41,1,71776.35,2,1,0,134376.38,0
100511,645,France,Female,49,2,98566.18,2,1,1,167944.61,0
100512,627,France,Female,40,9,205778.27,1,0,0,34780.17,1
100513,564,France,Male,39,7,0.0,1,1,1,108379.55,0
100514,595,Germany,Male,35,5,147881.62,2,1,1,143961.86,0
100515,722,Spain,Female,55,7,136332.3,3,1,1,123561.78,0
100516,698,France,Female,31,6,27696.25,1,1,0,169064.13,0
100517,557,France,Male,54,4,88600.63,1,1,1,28370.27,0
100518,659,France,Male,44,8,47626.74,1,0,1,142779.69,0
100519,721,Spain,Male,25,3,87512.69,2,1,1,113795.13,0
100520,491,France,Male,43,5,169566.12,1,1,0,85144.76,1
100521,702,Spain,Female,18,1,113547.59,1,1,1,77950.87,0
100522,587,Germany,Female,45,1,107533.72,2,1,1,129854.04,0
100523,704,France,Female,48,1,49320.82,2,0,1,179834.14,0
100524,577,France,Female,33,9,0.0,1,1,0,106792.55,0
100525,479,France,Male,40,6,63074.97,1,0,0,167573.79,0
100526,495,Germany,Male,59,1,150809.71,2,1,0,89398.93,0
100527,655,Spain,Female,34,1,0.0,1,1,0,33942.98,0
100528,675,Germany,Female,28,8,10584.46,1,0,0,26378.56,0
100529,564,Germany,Female,54,6,83828.6,2,1,0,24496.86,1
100530,711,France,Female,59,10,14951.4,1,0,1,85327.78,0
100531,492,Spain,Female,39,2,26863.55,2,0,0,77388.98,0
100532,644,Spain,Female,49,2,49736.89,2,1,1,147818.35,0
100533,535,France,Female,52,6,0.0,1,1,0,152421.98,0
100534,588,Spain,Female,32,4,15604.45,1,1,0,24407.98,0
100535,655,Germany,Female,34,9,119612.53,2,1,0,55907.8,0
100536,568,Germany,Male,51,5,0.0,2,1,0,65738.44,0
100537,613,Germany,Female,56,7,0.0,2,1,1,116308.22,0
100538,746,Spain,Male,45,8,36938.45,2,0,1,41735.32,0
100539,595,Germany,Male,30,0,121381.24,1,0,0,39779.13,0
100540,729,France,Female,59,2,63790.85,2,1,0,189600.94,0
100541,543,France,Female,34,10,47195.97,1,1,0,163777.54,0
100542,700,Spain,Male,36,6,78750.25,1,1,1,48421.16,0
100543,787,France,Male,42,5,0.0,1,1,1,90215.04,0
100544,415,France,Female,55,6,106671.75,1,1,1,80790.07,0
100545,574,France,Male,48,7,99772.97,2,0,1,161335.75,0
100546,705,France,Female,43,5,50622.87,1,0,1,109389.39,0
100547,631,Germany,Female,44,2,138367.32,1,1,0,38652.2,0
100548,685,Spain,Female,39,1,6095.24,1,1,0,151713.53,0
100549,593,France,Male,45,6,145930.36,2,1,1,88424.28,0
100550,658,France,Male,18,10,85578.61,2,0,1,63640.99,0
100551,635,France,Female,36,0,55133.74,1,1,1,84467.25,0
100552,761,Spain,Male,41,2,74767.83,1,0,1,107084.96,0
100553,674,Germany,Male,27,10,69349.58,1,0,0,78476.37,0
100554,682,France,Male,43,3,151657.54,2,1,1,59752.57,0
100555,611,Spain,Male,37,0,9245.89,2,0,1,88722.88,0
100556,604,Spain,Male,57,4,28723.81,2,1,0,18546.99,1
100557,609,Spain,Male,55,9,140250.78,2,0,1,157912.1,0
100558,687,Spain,Male,34,2,39076.83,1,1,1,46624.81,0
100559,610,France,Female,37,1,131833.05,2,1,0,23122.35,0
100560,678,Spain,Male,38,2,181365.03,2,1,0,135934.26,0
100561,847,France,Male,34,7,51088.71,1,1,0,158178.18,0
100562,733,Spain,Male,41,5,118244.46,1,0,1,165558.39,0
100563,619,Germany,Male,31,6,4471.08,2,1,0,106299.2,0
100564,764,Spain,Male,28,5,122793.46,2,1,1,52993.11,0
100565,611,Germany,Male,45,5,88364.29,1,0,1,151387.12,0
100566,456,France,Male,45,2,105328.37,2,1,0,144446.92,0
100567,554,Germany,Male,31,7,35974.53,2,0,1,60560.09,0
100568,472,Spain,Female,48,6,0.0,1,1,1,182130.43,0
100569,617,Spain,Male,33,6,107201.63,1,1,0,34308.72,0
100570,652,France,Male,42,5,0.0,1,0,0,196797.32,0
100571,809,France,Male,47,4,56324.27,2,1,1,174145.85,0
100572,681,France,Male,39,9,134353.28,1,1,1,142261.25,0
100573,629,Germany,Female,44,7,87897.66,1,1,0,188668.73,0
100574,729,Spain,Female,34,4,196797.24,2,1,0,148627.57,0
100575,440,France,Female,37,8,139556.77,2,1,0,50234.54,0
100576,672,Germany,Female,37,8,35458.3,1,1,1,96798.89,0
100577,723,Spain,Female,32,0,77693.43,1,1,0,28228.06,0
100578,510,Germany,Female,37,5,73063.02,1,0,1,87086.62,0
100579,759,Germany,Female,24,6,0.0,2,1,1,152196.56,0
100580,682,Germany,Female,34,2,17695.27,2,1,0,86492.02,0
100581,611,Germany,Female,36,6,41232.82,1,1,1,76104.42,0
100582,710,France,Female,36,10,0.0,2,1,0,125140.81,0
100583,850,Germany,Female,37,10,78944.6,2,1,1,176357.84,0
100584,667,Germany,Female,38,6,60557.55,2,1,0,23802.89,0
100585,674,Spain,Female,44,10,0.0,2,1,1,86312.03,0
100586,606,Germany,Female,48,1,101061.2,1,1,1,44274.54,0
100587,569,Spain,Female,33,6,120384.11,1,1,0,143640.54,0
100588,729,France,Female,27,0,90076.14,2,1,0,34559.04,0
100589,569,France,Male,29,4,55907.77,2,1,0,137989.44,0
100590,657,France,Female,34,8,112669.41,2,1,0,67943.46,0
100591,605,France,Male,35,6,118173.66,1,0,1,51799.61,0
100592,696,Germany,Female,31,6,95059.02,2,1,1,188225.22,0
100593,682,Spain,Female,26,10,24874.04,2,1,0,18427.05,0
100594,749,France,Male,34,1,93149.25,1,0,1,95988.8,0
100595,602,France,Female,41,7,150119.8,1,0,1,19000.99,0
100596,624,Spain,Male,45,2,39009.0,2,1,1,104464.71,0
100597,557,France,Male,33,7,206072.24,2,1,0,107693.76,0
100598,608,Germany,Male,35,2,43410.88,1,1,0,74507.56,0
100599,686,Germany,Female,30,9,78009.23,2,0,0,39449.93,0
100600,722,Germany,Female,39,6,34305.89,1,0,1,84631.69,0
100601,562,France,Female,31,1,89842.79,1,1,0,139368.64,1
100602,733,France,Male,45,3,0.0,2,1,0,159743.22,0
100603,779,Spain,Male,21,10,42145.41,2,0,0,113188.86,0
100604,689,Germany,Female,35,5,8288.49,2,1,1,124119.36,0
100605,828,France,Female,42,10,84390.98,2,1,0,52114.03,0
100606,576,Spain,Female,41,8,137655.74,1,0,0,68156.11,0
100607,532,France,Female,66,4,116052.38,2,0,0,44950.69,0
100608,481,Germany,Female,42,8,0.0,1,0,0,61119.64,0
100609,792,France,Male,29,4,202608.32,1,1,1,56604.05,0
100610,712,Spain,Male,38,9,94307.36,1,1,0,111098.03,0
100611,645,France,Male,21,7,27857.05,1,1,0,119097.42,0
100612,677,France,Female,38,0,85741.93,1,1,1,189815.27,0
100613,543,France,Male,31,6,86923.77,1,1,0,51180.57,0
100614,850,France,Male,48,3,34655.38,1,1,0,133710.01,0
100615,662,Spain,Male,34,4,88270.83,1,1,1,166192.96,0
100616,660,Spain,Male,38,5,38336.72,2,0,0,118644.67,0
100617,719,France,Male,33,4,50929.56,1,1,0,62175.68,1
100618,696,France,Female,56,0,33450.69,1,1,0,63571.79,0
100619,671,Germany,Male,36,8,0.0,2,1,0,22261.81,0
100620,575,Spain,Female,57,1,85041.86,2,1,1,71507.18,0
100621,695,Germany,Female,47,8,112288.57,2,0,1,152751.68,1
100622,829,France,Female,44,9,107922.78,1,1,1,23790.79,1
100623,778,France,Female,43,1,126835.37,2,1,0,55569.63,0
100624,801,Germany,Female,43,8,96109.09,1,1,0,145653.01,0
100625,601,France,Male,20,5,42971.02,1,1,1,159790.54,0
100626,556,Germany,Male,36,10,128059.16,1,1,1,99233.91,0
100627,638,France,Female,47,8,0.0,2,1,0,144143.75,0
100628,655,Spain,Female,39,5,20158.37,1,1,0,86771.15,0
100629,754,France,Female,25,5,16219.6,1,1,0,44583.95,0
100630,489,Germany,Male,38,10,142963.48,1,1,0,88657.66,1
100631,795,France,Female,56,1,134452.89,2,1,0,122294.05,0
100632,635,Germany,Male,51,7,106212.92,2,1,0,190389.86,0
100633,609,France,Female,38,2,142459.65,1,1,1,27718.93,0
100634,554,Germany,Male,49,6,21484.47,2,0,1,108867.91,0
100635,493,Germany,Female,35,4,97612.9,2,0,0,75850.16,0
100636,728,Germany,Male,22,2,68239.19,2,1,0,109037.66,0
100637,657,Germany,Female,30,0,128506.69,1,1,1,19435.46,0
100638,527,Germany,Male,55,7,68856.1,2,1,0,72909.69,1
100639,527,Spain,Male,36,2,52133.54,1,1,1,166675.61,0
100640,618,France,Male,37,1,109536.33,2,0,0,117479.22,0
100641,809,Spain,Male,36,0,130322.49,1,1,1,98357.76,0
100642,625,France,Male,58,3,34562.6,1,1,0,67822.14,0
100643,507,France,Male,55,7,72213.31,1,1,0,70137.87,1
100644,627,France,Male,61,2,10376.68,2,1,0,85873.77,0
100645,624,France,Female,37,0,0.0,1,1,0,169580.58,0
100646,394,Spain,Female,42,3,88428.5,2,0,0,193934.44,0
100647,645,Germany,Female,24,8,113752.13,1,1,1,96151.25,1
100648,628,Spain,Female,54,0,92248.14,2,0,0,87770.28,0
100649,716,Germany,Female,27,10,0.0,2,1,0,171611.89,0
100650,826,France,Male,41,1,54247.34,2,1,1,93977.48,0
100651,757,France,Male,28,8,0.0,2,1,1,117123.36,0
100652,624,France,Male,33,1,160921.47,2,1,1,57724.21,0
100653,545,France,Male,31,2,8664.62,1,1,1,152547.97,0
100654,850,France,Male,33,6,153835.02,2,1,0,113417.84,0
100655,656,France,Female,34,2,134643.92,1,0,1,164671.39,0
100656,651,Germany,Female,34,8,20163.4,2,1,1,159435.56,0
100657,648,Germany,Female,47,5,5767.33,2,1,1,54775.88,0
100658,669,Spain,Female,28,2,97722.95,1,1,0,147392.58,0
100659,636,Spain,Male,41,8,23651.91,1,1,0,163010.07,0
100660,596,Germany,Male,51,0,82354.05,1,0,0,79029.84,1
100661,598,France,Male,34,9,46064.69,2,0,1,46932.69,0
100662,647,Germany,Female,32,2,0.0,2,1,1,15486.95,0
100663,598,Spain,Male,37,0,0.0,2,1,1,98417.18,0
100664,582,France,Female,51,1,90054.42,2,1,0,80200.06,0
100665,660,France,Male,41,7,41183.42,2,1,1,117658.32,0
100666,626,Spain,Male,34,6,41708.43,1,0,1,49787.6,0
100667,793,France,Female,44,1,119143.56,1,1,0,174038.13,0
100668,398,Germany,Male,28,1,148753.42,2,0,1,62684.71,0
100669,754,Germany,Male,46,8,59102.23,2,1,0,56889.48,0
100670,768,France,Female,43,5,54882.88,2,0,1,103932.1,0
100671,453,France,Male,36,4,107008.87,1,1,1,107287.44,1
100672,617,France,Female,31,9,0.0,1,0,1,54790.77,0
100673,615,France,Male,30,5,89835.49,1,1,1,65294.23,0
100674,516,France,Male,44,8,110216.93,1,1,1,46395.47,1
100675,576,Spain,Male,51,10,118174.27,1,1,0,147915.13,1
100676,544,France,Male,33,6,0.0,2,1,0,157466.47,0
100677,816,Germany,Male,44,9,28795.97,1,1,1,100530.77,0
100678,739,France,Male,18,9,21547.68,2,0,0,147106.1,0
100679,771,Spain,Male,33,8,82192.99,1,1,0,151148.05,0
100680,719,France,Male,39,3,105806.16,2,1,1,40580.97,0
100681,543,France,Female,30,1,168796.05,1,0,1,193742.93,0
100682,600,Spain,Female,30,7,45312.14,1,0,0,166890.91,0
100683,696,Spain,Male,32,3,45150.51,1,1,0,52829.44,0
100684,534,France,Male,42,8,147279.67,3,1,0,49440.53,1
100685,718,Spain,Female,37,3,94387.77,2,1,0,38247.31,0
100686,627,France,Male,18,7,154594.39,1,1,0,40600.03,0
100687,614,France,Male,18,8,93901.14,1,0,1,153409.93,0
100688,718,France,Female,33,8,4258.77,2,0,0,101886.04,0
100689,692,France,Male,44,9,0.0,1,1,0,159842.82,0
100690,616,Germany,Male,18,3,0.0,1,0,0,153057.16,0
100691,760,France,Female,34,0,117047.21,2,1,1,126853.35,0
100692,547,France,Male,34,2,149693.0,2,1,0,141977.82,0
100693,709,Germany,Male,53,8,190660.45,1,0,0,18395.81,0
100694,706,Spain,Female,35,3,128272.53,1,1,0,72678.86,0
100695,621,France,Male,43,4,148095.99,2,0,1,132997.1,0
100696,681,Germany,Female,40,6,40038.99,1,1,1,16728.82,0
100697,531,France,Male,18,4,4302.22,1,0,0,21100.73,0
100698,738,Spain,Male,47,3,128704.92,2,1,0,172599.28,0
100699,632,Germany,Female,41,1,101896.21,2,1,0,141544.6,0
100700,600,Spain,Female,44,1,82661.55,1,1,1,64093.4,0
100701,750,France,Male,78,3,100017.03,4,1,1,142273.13,0
100702,583,France,Female,18,9,96037.5,2,0,0,161604.48,0
100703,516,France,Female,56,9,155596.65,1,1,0,71756.94,0
100704,502,France,Male,36,8,156289.11,4,1,0,21666.91,0
100705,708,France,Male,42,7,109741.66,1,1,0,187564.14,1
100706,528,Spain,Male,39,2,128439.78,1,0,1,78858.27,0
100707,817,France,Female,35,8,107871.88,2,1,0,34699.13,0
100708,452,France,Female,33,4,47407.48,1,0,0,105993.52,0
100709,811,Spain,Female,42,10,122907.01,1,1,0,157166.54,0
100710,670,France,Female,24,2,0.0,1,0,1,56004.75,0
100711,641,Spain,Male,47,4,141341.28,1,1,1,64855.66,0
100712,598,France,Female,35,9,1939.58,2,0,0,59902.27,0
100713,688,France,Male,28,3,93719.8,2,1,0,198459.51,0
100714,646,France,Female,34,7,23600.45,4,1,0,51519.69,0
100715,755,France,Male,52,4,110310.12,1,0,0,121471.24,0
100716,661,Spain,Male,34,9,73896.64,1,1,0,186173.96,1
100717,664,France,Male,43,7,0.0,1,0,1,42175.87,0
100718,615,Germany,Female,32,8,102083.38,1,1,1,194608.03,0
100719,645,France,Male,47,3,40168.91,1,1,1,190283.29,0
100720,679,France,Male,46,6,130631.1,2,1,0,178645.82,0
100721,488,Spain,Female,57,1,76082.19,2,1,1,54692.96,0
100722,522,France,Male,37,5,100516.1,3,0,1,132300.19,0
100723,721,Germany,Female,46,7,16630.72,1,1,0,155764.92,0
100724,666,Spain,Female,40,6,39461.4,2,0,0,197415.17,0
100725,633,Germany,Male,52,6,47564.4,1,1,0,48378.41,0
100726,652,Spain,Male,32,7,129115.55,1,1,0,156714.79,0
100727,683,France,Female,46,6,179997.38,2,1,0,77678.22,0
100728,599,France,Male,37,4,26079.35,2,0,1,47490.9,0
100729,576,France,Female,38,6,142764.58,1,1,0,92954.73,0
100730,669,Germany,Female,40,9,0.0,1,1,1,161859.64,0
100731,557,Spain,Female,42,2,1960.26,1,0,0,100997.21,1
100732,689,France,Male,38,4,16555.74,2,1,1,114441.77,0
100733,488,Germany,Female,41,6,0.0,1,1,0,199104.49,0
100734,748,France,Male,55,8,0.0,3,1,1,88835.22,0
100735,695,Germany,Male,49,1,101605.93,1,1,0,128849.14,1
100736,674,France,Male,48,3,62727.8,1,1,0,82570.18,0
100737,743,Spain,Male,34,6,99523.13,1,0,1,87665.34,0
100738,808,Germany,Female,30,0,118809.31,2,1,0,143693.54,0
100739,746,France,Male,49,1,92468.25,1,0,1,188509.09,0
100740,475,France,Female,48,8,116781.32,2,1,1,115336.41,0
100741,528,France,Female,54,9,71689.0,2,1,0,157153.99,1
100742,591,France,Male,33,6,2406.41,2,1,0,31503.21,0
100743,652,France,Female,37,9,141584.48,2,1,1,54064.24,1
100744,699,Spain,Female,23,6,39475.05,2,0,0,107894.35,0
100745,581,Germany,Male,35,5,17993.03,2,1,1,18702.17,0
100746,668,Germany,Female,49,2,64969.09,2,1,1,61778.17,0
100747,578,France,Female,34,9,19405.72,1,0,0,110719.24,0
100748,592,Spain,Female,45,2,50119.32,1,1,0,17767.82,0
100749,516,Germany,Female,37,1,97331.34,1,1,1,63941.06,1
100750,562,France,Male,42,10,97597.19,1,1,0,110095.7,0
100751,522,Germany,Female,28,5,20334.54,1,0,0,121032.61,0
100752,557,Germany,Female,40,3,45762.27,3,1,0,186264.06,0
100753,750,France,Female,18,4,142608.65,1,0,1,134388.94,0
100754,560,France,Female,37,2,106776.81,1,0,0,91726.12,0
100755,850,France,Male,23,5,204654.03,2,0,0,187114.97,0
100756,697,France,Female,51,10,149167.95,1,0,1,160203.35,0
100757,668,Spain,Male,47,2,146946.17,1,0,0,52001.65,0
100758,568,Spain,Female,44,7,0.0,1,1,0,39205.84,1
100759,717,Germany,Male,54,8,123359.34,1,1,1,140025.15,0
100760,595,France,Male,30,3,72707.38,1,0,1,118578.39,0
100761,662,France,Male,56,8,41839.13,2,0,1,161089.62,1
100762,850,Germany,Male,48,6,86416.95,2,1,0,151678.93,0
100763,641,Germany,Male,37,2,134603.12,1,1,1,130664.13,0
100764,759,France,Female,50,6,107051.56,1,0,0,197480.7,0
100765,583,Germany,Female,28,0,21534.62,1,0,0,113714.1,0
100766,647,Spain,Female,31,2,122032.45,2,0,0,35924.56,0
100767,818,France,Male,33,5,36469.57,1,0,0,168230.61,0
100768,590,France,Female,34,3,89434.35,1,0,1,61592.87,0
100769,822,Spain,Male,28,6,57192.3,2,1,0,158800.9,0
100770,717,France,Male,51,2,62430.29,1,0,1,192064.81,0
100771,597,France,Female,36,0,123507.06,1,1,1,143907.17,0
100772,710,France,Female,43,8,11507.99,1,0,1,125265.58,0
100773,742,France,Male,33,5,196602.09,2,1,0,100171.44,0
100774,709,Spain,Male,21,7,0.0,2,1,1,82415.83,0
100775,501,Germany,Female,42,2,38944.6,2,1,0,80305.88,0
100776,581,France,Female,20,7,98953.14,1,1,0,132728.95,0
100777,626,Spain,Female,38,1,112227.48,2,1,1,153985.53,1
100778,643,Spain,Female,25,3,69770.51,3,1,0,140525.66,0
100779,709,Spain,Male,59,2,72441.78,3,1,0,51705.87,1
100780,667,France,Female,48,9,101454.11,1,1,1,106387.63,0
100781,523,France,Female,40,0,61673.69,2,1,0,161453.41,0
100782,686,Spain,Female,52,6,162377.24,1,1,1,103005.25,1
100783,708,Spain,Male,31,10,128039.65,1,1,0,114275.31,0
100784,703,France,Male,44,9,130115.11,2,1,0,157660.17,0
100785,753,France,Male,41,1,16098.28,1,0,0,137334.08,0
100786,729,France,Male,42,3,71077.92,2,0,0,90728.81,0
100787,694,Spain,Female,52,8,57371.11,1,1,0,180651.35,1
100788,643,Germany,Male,46,5,13652.71,2,0,1,45074.91,0
100789,492,France,Female,42,7,98330.18,2,1,1,199170.54,0
100790,691,France,Female,22,1,42665.96,2,0,1,36987.73,0
100791,670,Germany,Female,29,6,116635.04,1,1,0,17765.74,0
100792,676,Spain,Female,38,5,9648.12,1,1,1,179653.5,0
100793,529,France,Male,40,8,182580.52,2,1,1,60316.4,0
100794,547,Spain,Male,28,6,20427.38,1,1,1,149994.43,0
100795,750,Spain,Male,63,0,89596.74,3,1,0,165037.84,0
100796,646,France,Female,54,7,125095.28,2,1,1,173912.48,0
100797,715,Germany,Female,45,10,40620.29,1,1,1,198444.93,0
100798,653,France,Female,40,9,128853.06,1,0,0,69397.35,0
100799,653,Spain,Female,37,2,0.0,1,1,1,146395.02,0
100800,739,Germany,Female,29,1,166031.3,2,1,0,36348.97,1
100801,601,Germany,Male,40,2,76877.25,1,1,1,90259.72,0
100802,659,Spain,Female,42,10,39022.49,1,1,1,171874.76,0
100803,606,France,Male,27,5,57450.73,1,1,1,83016.74,0
100804,609,Spain,Female,42,2,126152.99,2,0,0,124352.65,0
100805,621,Germany,Female,37,9,39763.77,1,0,0,108198.09,1
100806,671,France,Male,20,4,29539.82,1,1,1,134501.03,0
100807,605,Germany,Male,30,5,62264.73,2,1,0,194985.46,0
100808,769,Spain,Female,35,7,3028.35,2,1,0,25311.07,0
100809,565,France,Female,58,6,188873.72,2,0,1,121182.88,0
100810,632,Spain,Female,45,10,40883.54,1,1,0,174660.32,0
100811,608,Spain,Female,26,7,127560.24,1,1,0,104055.8,0
100812,787,France,Male,44,2,88987.15,2,1,0,29527.53,0
100813,669,Spain,Female,24,3,14958.89,1,0,0,118699.78,0
100814,748,France,Male,50,5,75630.81,2,0,1,76433.67,0
100815,509,France,Female,34,10,124608.17,2,0,1,43664.23,0
100816,675,France,Male,38,6,64327.8,1,0,1,172071.38,0
100817,735,Spain,Male,52,8,149973.0,2,0,1,111495.91,0
100818,658,Germany,Female,26,0,139333.95,3,0,1,187656.14,1
100819,751,France,Male,25,7,132972.72,1,1,1,164113.05,0
100820,601,France,Female,33,7,47501.28,2,1,0,143199.78,1
100821,784,Germany,Male,49,5,9049.77,1,1,1,15929.72,0
100822,850,France,Female,24,3,37957.57,1,0,0,94147.34,1
100823,616,Spain,Male,18,2,88166.94,1,1,1,51534.96,0
100824,608,Spain,Female,34,10,109838.78,2,1,1,183497.61,0
100825,788,Germany,Female,45,2,0.0,3,0,0,47298.04,0
100826,800,Spain,Male,51,5,75496.98,2,1,1,67921.11,1
100827,600,France,Male,34,7,85801.53,1,0,0,110614.8,0
100828,610,Spain,Male,35,6,58792.26,2,1,1,63722.27,0
100829,623,Germany,Male,51,10,156058.98,1,1,0,53824.97,1
100830,522,Germany,Female,20,0,102150.36,2,1,1,125833.38,0
100831,563,France,Male,35,10,157231.9,1,1,0,31451.96,0
100832,555,Spain,Female,41,5,62610.45,1,1,0,25761.04,0
100833,577,France,Male,43,6,134123.6,1,1,0,83865.38,0
100834,647,France,Female,34,6,177374.12,2,1,0,148322.92,1
100835,672,France,Female,39,8,157324.99,1,0,0,117639.25,0
100836,797,Germany,Female,18,10,8287.22,2,0,1,93232.15,0
100837,555,Germany,Female,32,10,60272.08,1,1,0,119664.04,1
100838,744,Germany,Male,44,9,54599.79,1,1,0,82608.52,0
100839,630,Spain,Male,29,4,106333.78,1,1,0,188187.07,0
100840,645,France,Female,40,0,118553.92,2,0,1,25157.4,0
100841,714,Germany,Male,43,1,23988.65,2,1,1,139577.42,0
100842,543,France,Male,36,3,80205.99,1,0,1,179887.29,1
100843,686,Spain,Female,41,4,0.0,1,1,1,163718.67,0
